"$(R, B)$","$(R^*, B)$","$(R, B^*)$","$(R^*, B^*)$"
0.49999999999999994,0.7556352810871577,0.2443647189128424,0.49999999999999994
0.49961712403897923,0.7566720867579698,0.24348041643719393,0.5001819306812458
0.49894038545955655,0.7576246774543421,0.2427391599179509,0.5001055451430245
0.49924380476661656,0.7584716296873573,0.24217308878574778,0.5000639982034999
0.499999532589806,0.7587705835055878,0.24193366169040764,0.49999370221459133
0.5001740482013668,0.7593550385251346,0.2412282884304783,0.5001056047853591
0.4994383452807453,0.7600711326724462,0.24078850266459603,0.5001197430830159
0.4997725912654225,0.7602834234970219,0.24054626643000002,0.49998306048971264
0.49946890633442326,0.760675526417861,0.24019306678299235,0.5000813749569273
0.49915882098664677,0.7613334582649112,0.23998370312265344,0.4999544993446744
0.4990437786104992,0.7615471632753441,0.23953104545301634,0.49995821093781057
0.4988552878900957,0.7620112099322632,0.23954646222516157,0.4999179419292643
0.49892621101814205,0.7622738788396785,0.23940815824415143,0.4997266418676712
0.49901108067231,0.7625150544714547,0.23917349397095283,0.49987807290013664
0.49905156657960664,0.7625703608391166,0.2388857305733019,0.5001031937812915
0.4990879690946366,0.7628253838399255,0.23876361526897505,0.5001808287561625
0.4989992188966031,0.7631200433102028,0.2386589542512263,0.5001229472975236
0.4987355583846584,0.7632710497738636,0.2384327990129378,0.5001909373025339
0.49886353182152765,0.7635616797760879,0.2383796783216566,0.5001830279633253
0.499355607109918,0.7637619385708773,0.2383561694072563,0.5002845331478297
0.4992869200952207,0.7638463287625606,0.23817268455480833,0.5003566188905689
0.4996378924542288,0.7639660575420939,0.2381062558148862,0.5003427117462347
0.49993526744668043,0.7641780426159098,0.23805965776449747,0.5004103716873359
0.4997981542498313,0.7643117911325225,0.2378742681285046,0.5002856590616949
0.499599777753959,0.7644440768730383,0.2376572419814847,0.5002023454987236
0.4992020813269197,0.7645946132181122,0.2376496399769231,0.5002371447240854
0.4991191513473218,0.7646964532992224,0.2374720494818239,0.5002654486930452
0.4990884950305655,0.7648797720621565,0.23743096978323952,0.5003096510496644
0.49924776834653256,0.7649922807512719,0.23748656885474134,0.500383973499609
0.4991891509162777,0.7651820297538919,0.2373766373929228,0.500629159588691
0.4990852499662677,0.7652918952791753,0.2372798456860689,0.5006524470926181
0.4988626648507698,0.7653725868929265,0.2369963318027135,0.5007511265047553
0.4990009585364348,0.7655610092899472,0.23681551746093665,0.5007572209034641
0.4991606438885188,0.7655522821174755,0.23678077569936454,0.50078426731368
0.49934313072802083,0.7655228614410265,0.2366796745048275,0.5009081515641344
0.49933218745574537,0.7654740801401044,0.23677492184643223,0.5008730705435841
0.49921240131253297,0.7657292519260871,0.23684704004651655,0.5009649835074068
0.4994212479955772,0.7657846461322082,0.2366964370324118,0.5007788827662356
0.49907893757881755,0.7658594299014971,0.2365962294645772,0.5006814463906679
0.49921434084910765,0.7659672054909495,0.23640117442489644,0.5005045524787259
0.4991590463319938,0.7658619720404815,0.2362971507111004,0.5004868934701505
0.4991057569597922,0.7658911773160468,0.23629479797999442,0.5004109689503216
0.4991928685507553,0.7658141284090061,0.23632989228224094,0.5004076113202127
0.499220048321478,0.7657630477668206,0.2362241910605533,0.5004613761715281
0.4992278342446002,0.7658467824290369,0.23616144618637827,0.5004057913279272
0.4990755754642377,0.7658181968745882,0.23608446830646734,0.5004384794041632
0.49899700581687706,0.7658670643456947,0.2360684013330283,0.5004271116276057
0.4989323734993367,0.7659783144402019,0.2360654433415924,0.5004658069126178
0.49908365328582116,0.7658915042124829,0.2360145549689068,0.5005292361016161
0.4991361497293499,0.7660495438797567,0.2359789226592433,0.5006790065753646
0.49912938846709143,0.7660291253922309,0.23596026699158246,0.5005763463589611
0.49913533698035933,0.7660484278275977,0.2360734271069132,0.5006035342159864
0.4991157884792387,0.7661507321967138,0.23616513552706014,0.5006752965020317
0.4990412238679941,0.7661798793514372,0.23613973893887863,0.5006701712983836
0.49902500258335547,0.7662486166392071,0.23605653737447851,0.5006430279504436
0.49902068406178374,0.7663599468254942,0.23593070800949684,0.5006337991437406
0.499184419367459,0.766477481191028,0.23591840661188307,0.500690689335303
0.4992353191745188,0.7664990948312627,0.23583548862412254,0.5006818610175188
0.499415132891467,0.7664666884883083,0.23579631789981215,0.5007055786860057
0.4994435799974639,0.7663941182146967,0.23578776483684785,0.5006810983080637
0.49936958458186903,0.7664436350777405,0.2357987213303007,0.5007494987543545
0.4993645380154224,0.7664596816347236,0.2358136237750577,0.5006959010122268
0.499340754089089,0.7663810709571213,0.23590613241896885,0.5006381315788228
0.4994132812375594,0.7664058060707448,0.23583594605386018,0.5006590325958404
0.4995049034034644,0.7663469660059002,0.23571561198364488,0.5006758037651384
0.4995016507090499,0.7662736523235913,0.23571515947562696,0.5006942382461755
0.4995855353922965,0.7663533778341085,0.2356827205253614,0.5006388034376368
0.499660512409395,0.7663691998015297,0.23562867495031142,0.5006539053772395
0.49961146836656545,0.7664205964193859,0.2356894897339572,0.50071208371919
0.4995619059386871,0.7663819365866511,0.2355678554785867,0.5008378118427887
0.49955173007743253,0.7663243842151857,0.23546033884703718,0.5009640156320386
0.4995722767671831,0.7663798328299667,0.23547951878599932,0.5010453703681743
0.49948016003270124,0.7663657375629559,0.23549839382838236,0.5009942721465978
0.49954480858368266,0.7663460421756477,0.23549996435138204,0.5009321217244681
0.49975116221104665,0.7663739059147021,0.23545490250148576,0.5009372219283278
0.49967719445547987,0.7664346805302407,0.23549692020098492,0.5008845286313344
0.49963934750005456,0.7665604020326813,0.23542821937482777,0.50080819875645
0.4996019522504337,0.7666926415808869,0.23543925764409812,0.5008614796009878
0.49968942067760597,0.7665869802057766,0.235350589996677,0.5008686829898461
0.49965572512724876,0.7665218604460623,0.2353120441377542,0.5009090701263352
0.4997136329200906,0.7664544403468553,0.2352382486918309,0.5008684991548297
0.4996464936535716,0.7664490950865457,0.2351955690007564,0.5009172019940457
0.49958402894005216,0.7665108181139194,0.2350925575183203,0.5009246998362222
0.4997331746969276,0.7665085043352152,0.23505362612087755,0.5009725752260492
0.4997589056152395,0.7665382590825067,0.23497200172978983,0.5010046842281892
0.4998188537607401,0.7665426459030907,0.23491736049962478,0.5009593419216071
0.4997656833169335,0.7664854678300973,0.23493844816061704,0.5009735560569208
0.4999133233684414,0.7664583139150466,0.2350399239174869,0.5009529144378645
0.49997315030843736,0.7664761877597825,0.23504266051713812,0.5009009244750712
0.4999371206518893,0.7664737465868272,0.23507910360574763,0.5009294684939016
0.4998996228233041,0.7665545935605028,0.23508675252296235,0.5009287518414685
0.5000096925957078,0.7664689429642202,0.23500814224742844,0.5009381946395369
0.499899427095954,0.7663869771875089,0.23506424551057817,0.500858898904976
0.4999821506289579,0.7663224260710244,0.23512012140494304,0.5008725188718627
0.500075272543467,0.7663016574565931,0.2351287226923317,0.500839825038984
0.49998972007788983,0.7662719644274426,0.23509468974356484,0.5007943592731577
0.49995644707179016,0.7663283407988956,0.23511730842521703,0.5008246027914823
0.49995828594057684,0.7663822668169296,0.2351542037173937,0.5008118429913404
0.49983298010137,0.7663614402970765,0.2351490965536787,0.500748335476771
0.4998318908094194,0.7664192682148501,0.23516775164120035,0.5008101857286962
0.4998845946232184,0.7663296382786047,0.23514590920076472,0.5008152762065499
0.49985871142733346,0.7663384347728849,0.23507462219317665,0.5008380199030316
0.4999477324651654,0.7663730642044566,0.2350637903318752,0.5008703682116211
0.49997494937863923,0.766382319949229,0.23497300199673288,0.5008758904788773
0.5000520438954492,0.7663225911497549,0.23494725021675014,0.500848474824202
0.500047860913468,0.76642906003405,0.23499163668468465,0.5008862530780647
0.5001433293839814,0.7664250307383473,0.23506078227784297,0.5009069052845384
0.5002130467806032,0.766498897492077,0.23501297044334707,0.5009332571090256
0.5002172607900993,0.7665103673567087,0.23501100406632325,0.500906950612677
0.5000560079079699,0.7664455551046689,0.23500003686328358,0.5009652749636193
0.5000364370852508,0.7665265619488806,0.23499913901821182,0.5009474566275693
0.5000912112308421,0.766474427357476,0.2350325482928637,0.5010006171914002
0.5000518449674772,0.7664493979012896,0.23510270015293996,0.501034777483317
0.500119457766271,0.7664608535859495,0.23514295984003308,0.5009704714064811
0.5001383533294271,0.7664444703475449,0.23516176869195704,0.5009818386150071
0.5000454903447191,0.7664442906898384,0.23515641668874404,0.5010156542038962
0.500057253664942,0.7664460898424478,0.235166521290343,0.500992322911585
0.5000106717334686,0.7664115326517988,0.2351292523988341,0.5010003851542351
0.5000154111753904,0.7663713358417241,0.23513432410104418,0.5010162671932159
0.4999960827796291,0.7663360205950889,0.23516545096445082,0.5010369853683557
0.4999460464179082,0.7663603031479964,0.23511091994041453,0.5010015345814122
0.4999340220361814,0.7662819135009369,0.23510810154563933,0.5011178739462756
0.49987797445440096,0.7662207331569678,0.23513228151836446,0.5011148461825359
0.4999175717084256,0.7662217191671207,0.23510683894981046,0.5010474079876657
0.4999121333718507,0.7663033904977673,0.23505612209915822,0.5010134775566829
0.5000024159070302,0.7663927921598133,0.23509571039806965,0.5009420311615254
0.5001241296821899,0.7664121319795707,0.23512060189147324,0.5009533551918653
0.5002181064806838,0.7663784901231093,0.235159489635819,0.5009489051172228
0.5002559428948485,0.7664135552159728,0.23514702204083482,0.5009698815919293
0.5002209847893545,0.7664200530090226,0.23515507660543733,0.5009521302082184
0.5002357565801692,0.7664015776328328,0.23518560598880328,0.500943742443881
0.5002883398964626,0.7663458675010786,0.23521213268673263,0.5008496460299141
0.5003084675383666,0.7663409516933486,0.23522971342998278,0.5009362767373828
0.5002712617556371,0.7663777230031196,0.23523843736126424,0.5010014673166227
0.5003207056376675,0.7663874913459761,0.2352190547190011,0.5009733626213915
0.5003447737470965,0.7664110665387689,0.23520094744066655,0.500953704286695
0.5004318294883603,0.7664006357586217,0.2352477031847319,0.5009698175522895
0.5003876919284653,0.7663514464100679,0.23525687557369945,0.5009581350497312
0.5003953917145185,0.7663821141807892,0.23525346984880147,0.5009652174206413
0.5003159395943799,0.7663753884425324,0.23522385354841163,0.500898369993881
0.5002762889928842,0.7663949986217748,0.2352386838255271,0.5009165671205811
0.5002780606814661,0.7664576537536303,0.23520321418662682,0.5009018036601011
0.500221986868898,0.76643721082594,0.23517217378322244,0.500852986169486
0.5002174986793229,0.7664413200261057,0.2351170695071935,0.5009087344292706
0.5001496332472164,0.7664812317056995,0.23515406193293656,0.5009210372481862
0.5001925396333727,0.7664735906422485,0.23508904424725313,0.5009136063995022
0.5001842037456008,0.7665146179818781,0.23510725343830097,0.500897717139819
0.5000929708467086,0.7664788557312908,0.2351675690753044,0.5009718051709504
0.5001912970065336,0.7665145564326228,0.23519008475526773,0.5009801496725895
0.5002220903789443,0.7664924959906163,0.23524069263876815,0.5009526595659579
0.5002069229794397,0.7664407659187817,0.23529169335755815,0.500921747778054
0.5001125861283328,0.7664317603840215,0.23532170125870083,0.5008898498598047
0.49999996520637524,0.7664726863195022,0.23534176105887217,0.5008839850204028
0.4999918246752271,0.7665119155453526,0.23535548211374147,0.5008278204751312
0.4999767624396565,0.7665623540861779,0.2353505493592637,0.5007782819669697
0.4999741671835671,0.7665399046540396,0.23540359537536493,0.5008150033010969
0.49998661400620603,0.7665659139225719,0.23542269183954734,0.5008539541927569
0.49998799934931604,0.7665682366437853,0.23538111772815629,0.5008593840239218
0.49996834052017863,0.7666258063416411,0.23542138750336825,0.5008347364670424
0.500033341553484,0.7666457315819897,0.2354392430279975,0.5007602474853299
0.5001637420190115,0.7665891526701698,0.23543929831798066,0.5007646598681085
0.500193325315094,0.766642968326242,0.23539583239884096,0.5007644332309794
0.5001618892864368,0.7666495320637704,0.2354415954432554,0.5007591528219184
0.5001244941664564,0.7666121159373632,0.23540154439136662,0.5007326455865861
0.5001260827378844,0.7665423329490414,0.2354223958440086,0.5007958317571377
0.5001445347546883,0.7665300737818844,0.23538466006765138,0.500809513940832
0.5001806745807544,0.7664654267948767,0.23539661882815832,0.5008161641536332
0.500150649557104,0.7664570170155003,0.2354189157058441,0.5007970922710534
0.5000820872876613,0.7664534608659732,0.23545502089921427,0.5008028710451319
0.5000050619382894,0.7664743837839836,0.2354433156326414,0.5008077085321085
0.5000718670811607,0.7665127178962493,0.23541461221168056,0.5007716162523542
0.5000322800236432,0.7664841215925101,0.23545671505046925,0.5007883419622372
0.49993007906442516,0.7664349801310677,0.2353807485808471,0.5008079366872998
0.49987782029755534,0.7664477725385485,0.2354304080286977,0.5008394266558578
0.4999116041366476,0.7664666618722948,0.23543379507518464,0.5008693974435917
0.4998769445154314,0.7664971657125921,0.23546970267415399,0.5008154248085784
0.49991021408147557,0.766508697178205,0.23543998768254684,0.5008177846282924
0.4998364030968379,0.7665261998058295,0.23545388345086984,0.5007391086303797
0.4998943632673048,0.7665909916566516,0.23541995954297767,0.5007229585355372
0.49988792085239653,0.7665444207564964,0.23542097472647058,0.5007264453472513
0.4998266400675581,0.766584236681005,0.23542916146712894,0.5007169941338235
0.49982247204570657,0.7665345916197995,0.23542187176249985,0.5007281979393017
0.4998290703665117,0.7664937588137873,0.23541324953944504,0.500709836386347
0.499846080108069,0.7664859869626642,0.23541982330501976,0.5006920445013028
0.4998526955627087,0.7665366189261211,0.2354784956935565,0.5007288336189495
0.499936141399264,0.7665222670370391,0.235454490787739,0.5007100624251772
0.49996334483842303,0.766537075997864,0.23546531482435082,0.5007191802381299
0.49998557130371435,0.7665270338458476,0.2354839233642292,0.5006739466680888
0.4999819008341301,0.7665118068421208,0.23550305363791607,0.5006325465845706
0.4999338875469499,0.7664888004978718,0.23545657387035865,0.5005651320569304
0.4998860158869364,0.7665026562370023,0.23546655064146504,0.5005355363813019
0.49986107332354446,0.7664809772952696,0.2355587539526516,0.5005157024084028
0.4998456226333391,0.7665408203364259,0.2355716453237759,0.500511011878679
0.4998040111140807,0.7665277376510113,0.23556241892195556,0.5004884795268292
0.4998151775156461,0.7665216501018344,0.23556045120822997,0.5005055170516182
0.4997093200792752,0.7665139310997426,0.2355421351208861,0.5005252875390346
0.49976264555395317,0.7665178001202181,0.23554338123800134,0.5005103212771798
0.4998517685491991,0.7665362619295414,0.23549154451333226,0.5004615574712198
0.49976489807914787,0.7666321929271704,0.23546430246695568,0.5005209941007778
0.4998163303608257,0.7666478691382342,0.23543742686271654,0.5004773319367387
0.499769931211746,0.7666465282869259,0.23540488385620736,0.5004569983627296
0.4997660598460298,0.7666226536253196,0.23544600038134664,0.500435691453542
0.4997682154415658,0.76664879858868,0.2354250808880702,0.5004258901392444
0.4997283374294247,0.766654878709889,0.23543378072142582,0.5004524635275175
0.49971447971882055,0.7666634769645522,0.2354132638261269,0.500476442772148
0.49972705355587327,0.7666503361514581,0.23539222982838873,0.5005509101224839
0.4997636549690023,0.7666178408120733,0.2353755174585241,0.5005611247451522
0.4997361182873541,0.7666028457339065,0.23537234117610692,0.5005555237123442
0.49972108334205106,0.7665841957725453,0.23538480328825298,0.5005448550246513
0.4996517868095383,0.7666006050642467,0.2353711871446605,0.5004981304789747
0.49959160918949336,0.7665976080748196,0.2353688208740508,0.5005191307078498
0.4996151573389549,0.7666360580100853,0.23536611973670385,0.5005088917313968
0.49966748295654184,0.7666213006545979,0.23539061832376618,0.5004877748191071
0.49966070493082027,0.7666080900823163,0.23540078150598676,0.5005250412752108
0.4996265265682005,0.766601355413705,0.2354089523307463,0.5005269418083305
0.4996023370392127,0.7666302573687287,0.2354065491054063,0.5005605294363534
0.49956644407982537,0.7666488232944005,0.23541025149418,0.5005639870548703
0.49952627272945394,0.7667147537225815,0.23546980492298444,0.5005694929933087
0.49957899012317675,0.7666912080910667,0.23551036921899973,0.5005253143415933
0.49958664460787455,0.7666623655820074,0.23549056934400484,0.5005560178241131
0.4995795018430823,0.7666197459833162,0.23549015845316976,0.5006078159787275
0.49961225031644396,0.7666102988976823,0.23543521304485743,0.50057231416398
0.4996432777243073,0.7666143741654375,0.23543244528924667,0.500542001815942
0.4997115732305213,0.7666453964607406,0.23545813188927453,0.5005455793088264
0.4997033848161214,0.7666247064619509,0.2354876413229831,0.5005951189968803
0.4996603780507879,0.7665700833422381,0.23551224827167988,0.5005769282491146
0.49966164212270764,0.7665128549657128,0.23548909757474856,0.5005850754401134
0.4996443646619633,0.7665380434880702,0.2355230917248874,0.5006098090982446
0.49963222007153896,0.7665271005118209,0.23550888616946478,0.5006270966671759
0.49965523523553723,0.766536791218182,0.23551852784134342,0.5006270696576322
0.4997307728110534,0.7664967581719915,0.2355290929479438,0.5005805933307179
0.4997311350150909,0.7664875186056567,0.23550668964439453,0.5005853922787287
0.4997427604204905,0.7665256556585295,0.23550304997624105,0.5006127831219669
0.4998041163864374,0.7665091265834633,0.23555260671787126,0.5006430550369833
0.4997829647105501,0.7665279330961361,0.23557995986631997,0.5006382132273764
0.49979092649254236,0.766557649037679,0.23558196860922703,0.5006734666830951
0.4998222861707702,0.7665455885911416,0.23557497429811045,0.5006255976938117
0.49984656455308074,0.7665375342192106,0.23561448356207337,0.5006633761293662
0.4998974958260201,0.7665862969499266,0.2356196553393751,0.5006511548964593
0.4999715416384867,0.7665977032271696,0.23563707682832116,0.5006687258346829
0.4999813202334244,0.7665810860556852,0.23565599483537128,0.5006593831243702
0.4999538400103255,0.7665845372069415,0.23566174751604124,0.5006358150743974
0.49996154875082754,0.7666023072528136,0.23567230595128782,0.5006346731356686
0.4999726705239321,0.7665806500396369,0.23568574409992993,0.5006637339893497
0.4999747792513488,0.7665432757124596,0.2357054878620133,0.5006549455940781
0.500031943766905,0.7665330001740955,0.2357120954364846,0.5006441406525213
0.500025089495541,0.7665363170741745,0.23568357728668807,0.5006574310131471
0.5000130888433949,0.7665242293748702,0.23568671854986925,0.5006969910799022
0.5000188730945221,0.7665278237803901,0.23568572053722955,0.5007002445056824
0.5000307615560826,0.766540055706881,0.23566525056645826,0.5007043749676146
